Player,Team,Pos,Injury,Status,Est. Return
Jonah Tavai,FA,DT,Undisclosed,Questionable,Subscribers Only
Calvin Taylor,FA,DE,Undisclosed,Questionable,Subscribers Only
Darrell Taylor,HOU,DE,Ankle,IR,Subscribers Only
Jawaan Taylor,KC,OT,Triceps,Questionable,Subscribers Only
Leonard Taylor,FA,TE,Undisclosed,Questionable,Subscribers Only
Patrick Taylor,SF,RB,Shoulder,IR,Subscribers Only
Trent Taylor,SF,WR,Undisclosed,IR,Subscribers Only
Tyrod Taylor,NYJ,QB,Groin,Questionable,Subscribers Only
Vincent Taylor,FA,DT,Achilles,Questionable,Subscribers Only
Cam Taylor-Britt,CIN,CB,Foot,IR,Subscribers Only
Dadrion Taylor-Demerson,ARI,S,Ankle,Questionable,Subscribers Only
Armani Taylor-Prioleau,FA,OT,Undisclosed,Questionable,Subscribers Only
Isaac Taylor-Stuart,FA,CB,Undisclosed,Questionable,Subscribers Only
Marvell Tell,FA,CB,Undisclosed,Questionable,Subscribers Only
Wyatt Teller,CLE,OG,Calf,Questionable,Subscribers Only
A.J. Terrell,ATL,CB,Neck,Questionable,Subscribers Only
Jermaine Terry,FA,TE,Undisclosed,Questionable,Subscribers Only
Kayvon Thibodeaux,NYG,LB,Shoulder,Questionable,Subscribers Only
Azareye'h Thomas,NYJ,CB,Shoulder,Questionable,Subscribers Only
Ian Thomas,LV,TE,Calf,Questionable,Subscribers Only
Juanyeh Thomas,DAL,S,Migraine,NFI-R,Subscribers Only
Keir Thomas,LAR,LB,Undisclosed,IR,Subscribers Only
Mike Thomas,FA,WR,Shoulder - Labrum,Questionable,Subscribers Only
Starling Thomas,ARI,CB,Knee - ACL,IR,Subscribers Only
Thayer Thomas,FA,WR,Undisclosed,Questionable,Subscribers Only
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,Subscribers Only
BJ Thompson,FA,DE,Chest,Questionable,Subscribers Only
Chris Thompson,FA,WR,Undisclosed,Questionable,Subscribers Only
Skylar Thompson,PIT,QB,Hamstring,IR,Subscribers Only
Corey Thornton,CAR,CB,Lower Leg,IR,Subscribers Only
Dont'e Thornton,LV,WR,Concussion,Questionable,Subscribers Only
Levine Toilolo,FA,TE,Achilles,Questionable,Subscribers Only
Tre Tomlinson,SF,CB,Undisclosed,IR,Subscribers Only
Khyiris Tonga,NE,DT,Chest,Questionable,Subscribers Only
Anthony Torres,FA,TE,Ankle,Questionable,Subscribers Only
Tyrone Tracy,NYG,RB,Hip,Questionable,Subscribers Only
Badara Traore,FA,OT,Knee,Questionable,Subscribers Only
Jordan Travis,NYJ,QB,Lower Leg,Reserve-Ret,Subscribers Only
Bralen Trice,ATL,LB,Knee,IR,Subscribers Only
Cory Trice,PIT,CB,Knee,IR,Subscribers Only
JT Tuimoloau,IND,DE,Head,Questionable,Subscribers Only
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,Subscribers Only
Kemoko Turay,FA,DE,Undisclosed,Questionable,Subscribers Only
Ezekiel Turner,DET,LB,Foot,IR,Subscribers Only
Payton Turner,DAL,DE,Ribs,IR-R,Subscribers Only
Shemar Turner,CHI,DT,Knee - ACL,IR,Subscribers Only
Trai Turner,FA,OG,Quadriceps,Questionable,Subscribers Only
Shy Tuttle,TEN,DT,Concussion,Questionable,Subscribers Only
Chris Tyree,FA,WR,Undisclosed,Questionable,Subscribers Only
Lwal Uguak,FA,DT,Undisclosed,Questionable,Subscribers Only
C.J. Uzomah,FA,TE,Abdomen,Questionable,Subscribers Only
Halapoulivaati Vaitai,FA,OG,Back,Questionable,Subscribers Only
Lukas Van Ness,GB,DE,Foot,Questionable,Subscribers Only
Zeke Vandenburgh,FA,LB,Leg,Questionable,Subscribers Only
Ben VanSumeren,PHI,FB,Knee,IR,Subscribers Only
Zach VanValkenburg,FA,LB,Undisclosed,Questionable,Subscribers Only
Alijah Vera-Tucker,NYJ,OG,Triceps,IR,Subscribers Only
Malik Verdon,ATL,S,Shoulder,NFI-R,Subscribers Only
Olivier Vernon,FA,DE,Achilles,Questionable,Subscribers Only
Jason Verrett,FA,CB,Shoulder,Questionable,Subscribers Only
Travis Vokolek,ARI,TE,Neck,IR,Subscribers Only
Cordell Volson,CIN,OG,Shoulder,IR,Subscribers Only
Dayton Wade,BAL,WR,Ribs,IR,Subscribers Only
Shaun Wade,FA,CB,Undisclosed,Questionable,Subscribers Only
David Walker,TB,LB,Knee,IR,Subscribers Only
Jalon Walker,ATL,LB,Quadriceps,Questionable,Subscribers Only
Johnny Walker,DEN,LB,Undisclosed,IR,Subscribers Only
Michael Walker,FA,WR,Undisclosed,Questionable,Subscribers Only
Justin Walley,IND,CB,Knee - ACL,IR,Subscribers Only
Austin Walter,FA,RB,Undisclosed,Questionable,Subscribers Only
Charvarius Ward,IND,CB,Concussion,Questionable,Subscribers Only
Denzel Ward,CLE,CB,Calf,Questionable,Subscribers Only
Jimmie Ward,HOU,S,Foot,PUP-R,Subscribers Only
Fred Warner,SF,LB,Ankle,IR,Subscribers Only
Gareth Warren,FA,OT,Concussion,Questionable,Subscribers Only
Ar'Darius Washington,BAL,S,Achilles,PUP-R,Subscribers Only
Broderick Washington,BAL,DT,Achilles,IR,Subscribers Only
Darnell Washington,PIT,TE,Concussion,Questionable,Subscribers Only
Dwayne Washington,FA,RB,Illness,Questionable,Subscribers Only
Isaiah Washington,FA,WR,Undisclosed,Questionable,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Parker Washington,JAX,WR,Hip,Questionable,Subscribers Only
Savion Washington,LAC,OT,Undisclosed,PUP-R,Subscribers Only
Quez Watkins,FA,WR,Undisclosed,Questionable,Subscribers Only
Blake Watson,FA,RB,Undisclosed,Out,Subscribers Only
Deshaun Watson,CLE,QB,Achilles,PUP-R,Subscribers Only
Justin Watson,HOU,WR,Achilles,IR,Subscribers Only
Nathaniel Watson,CLE,LB,Biceps,IR,Subscribers Only
Armani Watts,FA,S,Ankle,Questionable,Subscribers Only
Armon Watts,FA,DT,Knee,Questionable,Subscribers Only
Stephen Weatherly,FA,DE,Knee,Questionable,Subscribers Only
Xavier Weaver,ARI,WR,Hamstring,Questionable,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Kristian Welch,GB,LB,Concussion,Questionable,Subscribers Only
Carson Wentz,MIN,QB,Shoulder,IR,Subscribers Only
Tyrone Wheatley,ATL,OT,Undisclosed,IR,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Drew White,FA,LB,Knee,Questionable,Subscribers Only
Dontayvion Wicks,GB,WR,Ankle,Questionable,Subscribers Only
Leander Wiegand,FA,OG,Undisclosed,Out,Subscribers Only
Christian Wilkins,FA,DT,Foot,Questionable,Subscribers Only
Cameron Williams,PHI,OT,Shoulder,IR,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Chase Williams,FA,S,Head,Questionable,Subscribers Only
D.J. Williams,FA,RB,Undisclosed,Questionable,Subscribers Only
Damien Williams,FA,RB,Foot,Questionable,Subscribers Only
Darious Williams,LAR,CB,Lower Leg,Questionable,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Jarren Williams,FA,CB,Lower Body,Questionable,Subscribers Only
John Williams,GB,OT,Back,PUP-R,Subscribers Only
Jonah Williams,ARI,OT,Shoulder,IR,Subscribers Only
Jonathan Williams,FA,RB,Concussion,Questionable,Subscribers Only
Josh Williams,TB,RB,Suspension,Reserve-Sus,Subscribers Only
Kristian Williams,FA,DT,Undisclosed,Questionable,Subscribers Only
Mario Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Mike Williams,LAC,WR,Undisclosed,Reserve-Ex,Subscribers Only
Milton Williams,NE,DT,Ankle,IR,Subscribers Only
Mykel Williams,SF,DE,Knee - ACL,IR,Subscribers Only
Savion Williams,GB,WR,Foot,Questionable,Subscribers Only
Seth Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Jedrick Wills,FA,OT,Knee,Questionable,Subscribers Only
Divaad Wilson,FA,CB,Undisclosed,Questionable,Subscribers Only
Garrett Wilson,NYJ,WR,Knee,IR,Subscribers Only
Jack Wilson,IND,OT,Undisclosed,IR,Subscribers Only
Jared Wilson,NE,OG,Ankle,Questionable,Subscribers Only
Joel Wilson,FA,TE,Undisclosed,Out,Subscribers Only
Johnny Wilson,PHI,WR,Knee,IR,Subscribers Only
Mack Wilson,ARI,LB,Ribs,IR,Subscribers Only
Marco Wilson,CIN,CB,Hamstring,IR,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Juwann Winfree,FA,WR,Hand,Questionable,Subscribers Only
Andrew Wingard,JAX,S,Concussion,Questionable,Subscribers Only
Tristan Wirfs,TB,OT,Oblique,Questionable,Subscribers Only
Rashad Wisdom,TB,S,Quadriceps,IR-R,Subscribers Only
Deatrich Wise,WAS,DE,Quadriceps,IR,Subscribers Only
Anthony Witherstone,FA,CB,Toe,Questionable,Subscribers Only
Hunter Wohler,IND,S,Foot,IR,Subscribers Only
Al Woods,FA,DT,Achilles,Questionable,Subscribers Only
Renell Wren,FA,DT,Undisclosed,Questionable,Subscribers Only
Brock Wright,DET,TE,Neck,IR,Subscribers Only
Derek Wright,FA,WR,Knee,Questionable,Subscribers Only
Jacardia Wright,FA,RB,Undisclosed,Out,Subscribers Only
Milton Wright,FA,WR,Undisclosed,Questionable,Subscribers Only
Devonte Wyatt,GB,DT,Ankle,IR,Subscribers Only
Kenny Yeboah,FA,TE,Knee,Questionable,Subscribers Only
Dareke Young,SEA,WR,Quadriceps,IR-R,Subscribers Only
Landon Young,NO,OT,Ankle,IR,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
Chandler Zavala,CAR,OG,Calf,IR,Subscribers Only
Justin Zimmer,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Zuber,FA,WR,Undisclosed,Questionable,Subscribers Only
Greg Zuerlein,FA,K,Knee,Questionable,Subscribers Only
Shane Zylstra,DET,TE,Knee,IR-R,Subscribers Only
