Player,Team,Pos,Injury,Status,Est. Return
Tyler Smith,FA,OT,Undisclosed,Questionable,Subscribers Only
Za'Darius Smith,PHI,DE,Undisclosed,Reserve-Ret,Subscribers Only
James Smith-Williams,FA,LB,Lower Leg,Questionable,Subscribers Only
L'Jarius Sneed,TEN,CB,Quadriceps,IR,Subscribers Only
Dylan Soehner,FA,TE,Undisclosed,Questionable,Subscribers Only
Colby Sorsdal,DET,OT,Leg,IR,Subscribers Only
Robert Spillane,NE,LB,Ankle,Questionable,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
DeAndre Square,FA,LB,Undisclosed,Questionable,Subscribers Only
Amon-Ra St. Brown,DET,WR,Knee,Questionable,Subscribers Only
Equanimeous St. Brown,FA,WR,Foot,Questionable,Subscribers Only
Taylor Stallworth,FA,DT,Undisclosed,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
Rory Starkey,FA,WR,Calf,Questionable,Subscribers Only
Wesley Steiner,FA,FB,Undisclosed,Questionable,Subscribers Only
John Stephens,FA,TE,Undisclosed,Questionable,Subscribers Only
Markese Stepp,FA,RB,Undisclosed,Questionable,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
M.J. Stewart,HOU,S,Quadriceps,IR,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Derek Stingley,HOU,CB,Oblique,Questionable,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Danny Striggow,JAX,DE,Ankle,Questionable,Subscribers Only
Greg Stroman,FA,CB,Shin,Questionable,Subscribers Only
Ricky Stromberg,FA,C,Undisclosed,Out,Subscribers Only
Dorian Strong,BUF,CB,Neck,IR,Subscribers Only
Stephen Sullivan,FA,TE,Knee,Out,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Chazz Surratt,SEA,LB,Ankle,IR,Subscribers Only
Sage Surratt,FA,TE,Ankle,Questionable,Subscribers Only
Keaton Sutherland,FA,OG,Undisclosed,Questionable,Subscribers Only
Geoff Swaim,FA,TE,Concussion,Questionable,Subscribers Only
Freddie Swain,FA,WR,Undisclosed,Questionable,Subscribers Only
Jordan Swann,FA,CB,Undisclosed,Questionable,Subscribers Only
Josh Sweat,ARI,LB,Ankle,Questionable,Subscribers Only
Tommy Sweeney,FA,TE,Undisclosed,Out,Subscribers Only
Ryan Swoboda,FA,OT,Undisclosed,Questionable,Subscribers Only
Donte Sylencieux,FA,WR,Undisclosed,Questionable,Subscribers Only
Teair Tart,LAC,DT,Groin,Questionable,Subscribers Only
Marcus Tate,FA,OG,Undisclosed,Questionable,Subscribers Only
Jonah Tavai,FA,DT,Undisclosed,Questionable,Subscribers Only
Calvin Taylor,FA,DE,Undisclosed,Questionable,Subscribers Only
Darrell Taylor,HOU,DE,Ankle,IR-R,Subscribers Only
Jawaan Taylor,KC,OT,Elbow,IR,Subscribers Only
Leonard Taylor,FA,TE,Undisclosed,Questionable,Subscribers Only
Mason Taylor,NYJ,TE,Neck,Questionable,Subscribers Only
Patrick Taylor,SF,RB,Shoulder,IR,Subscribers Only
Trent Taylor,SF,WR,Undisclosed,IR,Subscribers Only
Vincent Taylor,FA,DT,Achilles,Questionable,Subscribers Only
Cam Taylor-Britt,CIN,CB,Foot,IR,Subscribers Only
Armani Taylor-Prioleau,FA,OT,Undisclosed,Questionable,Subscribers Only
Isaac Taylor-Stuart,FA,CB,Undisclosed,Questionable,Subscribers Only
Marvell Tell,FA,CB,Undisclosed,Questionable,Subscribers Only
Wyatt Teller,CLE,OG,Calf,Questionable,Subscribers Only
Jermaine Terry,FA,TE,Undisclosed,Questionable,Subscribers Only
Kayvon Thibodeaux,NYG,LB,Shoulder,IR,Subscribers Only
Andrew Thomas,NYG,OT,Hamstring,Questionable,Subscribers Only
Azareye'h Thomas,NYJ,CB,Shoulder,IR,Subscribers Only
Juanyeh Thomas,DAL,S,Migraine,NFI-R,Subscribers Only
Keir Thomas,LAR,LB,Undisclosed,IR,Subscribers Only
Mike Thomas,FA,WR,Shoulder - Labrum,Questionable,Subscribers Only
Starling Thomas,ARI,CB,Knee - ACL,IR,Subscribers Only
Thayer Thomas,FA,WR,Undisclosed,Questionable,Subscribers Only
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,Subscribers Only
BJ Thompson,FA,DE,Chest,Questionable,Subscribers Only
Chris Thompson,FA,WR,Undisclosed,Questionable,Subscribers Only
Jalen Thompson,ARI,S,Hamstring,Questionable,Subscribers Only
Shaq Thompson,BUF,LB,Neck,Questionable,Subscribers Only
Skylar Thompson,PIT,QB,Hamstring,IR,Subscribers Only
Corey Thornton,CAR,CB,Lower Leg,IR,Subscribers Only
Tyquan Thornton,KC,WR,Concussion,Questionable,Subscribers Only
Levine Toilolo,FA,TE,Achilles,Questionable,Subscribers Only
Zach Tom,GB,OT,Back,Questionable,Subscribers Only
Tre Tomlinson,SF,CB,Undisclosed,IR,Subscribers Only
Khyiris Tonga,NE,DT,Foot,Doubtful,Subscribers Only
Anthony Torres,FA,TE,Ankle,Questionable,Subscribers Only
Badara Traore,FA,OT,Knee,Questionable,Subscribers Only
Jordan Travis,NYJ,QB,Lower Leg,Reserve-Ret,Subscribers Only
Bralen Trice,ATL,LB,Knee,IR,Subscribers Only
Cory Trice,PIT,CB,Knee,IR,Subscribers Only
Dalton Tucker,IND,OG,Shoulder,Questionable,Subscribers Only
Jay Tufele,NYJ,DT,Foot,Questionable,Subscribers Only
JT Tuimoloau,IND,DE,Oblique,Questionable,Subscribers Only
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,Subscribers Only
Laremy Tunsil,WAS,OT,Oblique,Questionable,Subscribers Only
Kemoko Turay,FA,DE,Undisclosed,Questionable,Subscribers Only
DJ Turner,CIN,CB,Illness,Questionable,Subscribers Only
Ezekiel Turner,DET,LB,Foot,IR,Subscribers Only
Payton Turner,DAL,DE,Ribs,IR-R,Subscribers Only
Shemar Turner,CHI,DT,Knee - ACL,IR,Subscribers Only
Trai Turner,FA,OG,Quadriceps,Questionable,Subscribers Only
Delarrin Turner-Yell,FA,S,Knee,Out,Subscribers Only
KaVontae Turpin,DAL,WR,Shoulder,Questionable,Subscribers Only
Bhayshul Tuten,JAX,RB,Finger,Questionable,Subscribers Only
Lwal Uguak,FA,DT,Undisclosed,Questionable,Subscribers Only
C.J. Uzomah,FA,TE,Abdomen,Questionable,Subscribers Only
Halapoulivaati Vaitai,FA,OG,Back,Questionable,Subscribers Only
Lukas Van Ness,GB,DE,Foot,Questionable,Subscribers Only
Zeke Vandenburgh,FA,LB,Leg,Questionable,Subscribers Only
Ben VanSumeren,PHI,FB,Knee,IR,Subscribers Only
Zach VanValkenburg,FA,LB,Undisclosed,Questionable,Subscribers Only
Devaughn Vele,NO,WR,Shoulder,IR,Subscribers Only
Alijah Vera-Tucker,NYJ,OG,Triceps,IR,Subscribers Only
Malik Verdon,ATL,S,Shoulder,NFI-R,Subscribers Only
Olivier Vernon,FA,DE,Achilles,Questionable,Subscribers Only
Jason Verrett,FA,CB,Shoulder,Questionable,Subscribers Only
Kimani Vidal,LAC,RB,Neck,Questionable,Subscribers Only
Travis Vokolek,ARI,TE,Neck,IR,Subscribers Only
Cordell Volson,CIN,OG,Shoulder,IR,Subscribers Only
Andrew Vorhees,BAL,OG,Foot,Questionable,Subscribers Only
Dayton Wade,BAL,WR,Ribs,IR,Subscribers Only
Shaun Wade,FA,CB,Undisclosed,Questionable,Subscribers Only
David Walker,TB,LB,Knee,IR,Subscribers Only
Johnny Walker,DEN,LB,Undisclosed,IR,Subscribers Only
Michael Walker,FA,WR,Undisclosed,Questionable,Subscribers Only
Trevin Wallace,CAR,LB,Shoulder,Questionable,Subscribers Only
Justin Walley,IND,CB,Knee - ACL,IR,Subscribers Only
Austin Walter,FA,RB,Undisclosed,Questionable,Subscribers Only
Charvarius Ward,IND,CB,Concussion,IR,Subscribers Only
Denzel Ward,CLE,CB,Calf,Questionable,Subscribers Only
Jimmie Ward,HOU,S,Foot,PUP-R,Subscribers Only
Fred Warner,SF,LB,Ankle,IR,Subscribers Only
Gareth Warren,FA,OT,Concussion,Questionable,Subscribers Only
Broderick Washington,BAL,DT,Achilles,IR,Subscribers Only
Dwayne Washington,FA,RB,Illness,Questionable,Subscribers Only
Isaiah Washington,FA,WR,Undisclosed,Questionable,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Savion Washington,LAC,OT,Undisclosed,PUP-R,Subscribers Only
Quez Watkins,FA,WR,Undisclosed,Questionable,Subscribers Only
Blake Watson,FA,RB,Undisclosed,Out,Subscribers Only
Deshaun Watson,CLE,QB,Achilles,PUP-R,Subscribers Only
Jaylen Watson,KC,CB,Groin,Questionable,Subscribers Only
Justin Watson,HOU,WR,Calf,IR-R,Subscribers Only
Nathaniel Watson,CLE,LB,Biceps,IR,Subscribers Only
T.J. Watt,PIT,LB,Chest,Questionable,Subscribers Only
Luke Wattenberg,DEN,C,Shoulder,Questionable,Subscribers Only
Armani Watts,FA,S,Ankle,Questionable,Subscribers Only
Armon Watts,FA,DT,Knee,Questionable,Subscribers Only
Eric Watts,NYJ,DE,Concussion,Questionable,Subscribers Only
Stephen Weatherly,FA,DE,Knee,Questionable,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Kristian Welch,GB,LB,Ankle,Questionable,Subscribers Only
Carson Wentz,MIN,QB,Shoulder,IR,Subscribers Only
Tershawn Wharton,CAR,DT,Hamstring,Questionable,Subscribers Only
Tyrone Wheatley,ATL,OT,Undisclosed,IR,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Drew White,FA,LB,Knee,Questionable,Subscribers Only
Josh Whyle,GB,TE,Concussion,Questionable,Subscribers Only
Leander Wiegand,FA,OG,Undisclosed,Out,Subscribers Only
Christian Wilkins,FA,DT,Foot,Questionable,Subscribers Only
Cameron Williams,PHI,OT,Shoulder,IR-R,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Chase Williams,FA,S,Head,Questionable,Subscribers Only
D.J. Williams,FA,RB,Undisclosed,Questionable,Subscribers Only
Damien Williams,FA,RB,Foot,Questionable,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Evan Williams,GB,S,Knee - MCL,Questionable,Subscribers Only
Garrett Williams,ARI,CB,Achilles,IR,Subscribers Only
Jarren Williams,FA,CB,Lower Body,Questionable,Subscribers Only
Javonte Williams,DAL,RB,Neck,Questionable,Subscribers Only
John Williams,GB,OG,Back,PUP-R,Subscribers Only
Jonah Williams,ARI,OT,Shoulder,IR,Subscribers Only
Jonathan Williams,FA,RB,Concussion,Questionable,Subscribers Only
Kristian Williams,FA,DT,Undisclosed,Questionable,Subscribers Only
Mario Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Mike Williams,LAC,WR,Undisclosed,Reserve-Ex,Subscribers Only
Milton Williams,NE,DT,Ankle,IR-R,Subscribers Only
Mykel Williams,SF,DE,Knee - ACL,IR,Subscribers Only
Quinnen Williams,DAL,DT,Concussion,Questionable,Subscribers Only
Seth Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Malik Willis,GB,QB,Shoulder,Questionable,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Jedrick Wills,FA,OT,Knee,Questionable,Subscribers Only
Divaad Wilson,FA,CB,Undisclosed,Questionable,Subscribers Only
Donovan Wilson,DAL,S,Hip,Questionable,Subscribers Only
Eric Wilson,MIN,LB,Thumb,Questionable,Subscribers Only
Garrett Wilson,NYJ,WR,Knee,IR,Subscribers Only
Jack Wilson,IND,OT,Undisclosed,IR,Subscribers Only
Jared Wilson,NE,OG,Concussion,Questionable,Subscribers Only
Joel Wilson,FA,TE,Undisclosed,Out,Subscribers Only
Johnny Wilson,PHI,WR,Knee,IR,Subscribers Only
Mack Wilson,ARI,LB,Ribs,IR,Subscribers Only
Marco Wilson,CIN,CB,Hamstring,IR,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Juwann Winfree,FA,WR,Hand,Questionable,Subscribers Only
Kevin Winston,TEN,S,Hamstring,IR,Subscribers Only
Deatrich Wise,WAS,DE,Quadriceps,IR,Subscribers Only
Anthony Witherstone,FA,CB,Toe,Questionable,Subscribers Only
Hunter Wohler,IND,S,Foot,IR,Subscribers Only
Al Woods,FA,DT,Achilles,Questionable,Subscribers Only
Charles Woods,NE,CB,Ankle,Questionable,Subscribers Only
Xavier Woods,TEN,S,Hamstring,IR,Subscribers Only
Riq Woolen,SEA,CB,Knee,Questionable,Subscribers Only
Renell Wren,FA,DT,Undisclosed,Questionable,Subscribers Only
Brock Wright,DET,TE,Neck,IR,Subscribers Only
Derek Wright,FA,WR,Knee,Questionable,Subscribers Only
Jacardia Wright,FA,RB,Undisclosed,Out,Subscribers Only
Milton Wright,FA,WR,Undisclosed,Questionable,Subscribers Only
Devonte Wyatt,GB,DT,Ankle,IR,Subscribers Only
Kenny Yeboah,FA,TE,Knee,Questionable,Subscribers Only
Landon Young,NO,OT,Ankle,IR,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
Chandler Zavala,CAR,OG,Calf,IR,Subscribers Only
Justin Zimmer,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Zuber,FA,WR,Undisclosed,Questionable,Subscribers Only
Greg Zuerlein,FA,K,Knee,Questionable,Subscribers Only
